OSM_DATA_ROOT = /Volumes/Seagate M3/osm-polygon-to-wikipedia-articles
SAMPLES_ROOT  = /Users/noeflandre/osm-polygon-to-wikipedia-articles/data/samples
  Q19391697 (norway/way/54637278) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11977054 (norway/way/54637300) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q16893665 (norway/way/54637306) -> matched: Krossøya  [body: 384 chars]
  Q16950357 (norway/way/145687034) -> matched: Barentsburg Heliport, Heerodden  [body: 7626 chars]
  Q12004880 (norway/way/191604898) -> matched: Sørlaguna  [body: 452 chars]
  Q16896909 (norway/way/191604900) -> matched: Nordlaguna  [body: 1513 chars]
  Q34850241 (norway/way/191604916) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31868841 (norway/way/191604920) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q22116717 (norway/way/191615082) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q23834508 (norway/way/191615084) -> matched: Kjerulf Glacier (Jan Mayen)  [body: 640 chars]
  Q31878490 (norway/way/191615094) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31876170 (norway/way/191615096) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q6978939 (norway/relation/26751049) -> matched: Isøyane Bird Sanctuary  [body: 303 chars]
  Q6515099 (norway/way/461351906) -> matched: Skorpa Bird Sanctuary  [body: 311 chars]
  Q4927428 (norway/way/462788636) -> matched: Blomstrandhamna Bird Sanctuary  [body: 274 chars]
  Q4938046 (norway/relation/26751053) -> matched: Boheman Bird Sanctuary  [body: 257 chars]
  Q5625949 (norway/way/462788654) -> matched: Gåsøyane Bird Sanctuary  [body: 249 chars]
  Q6514764 (norway/way/462788664) -> matched: Kapp Linné Bird Sanctuary  [body: 286 chars]
  Q6514116 (norway/way/462788678) -> matched: Moseøya Bird Sanctuary  [body: 277 chars]
  Q6514614 (norway/way/462788692) -> matched: Olsholmen Bird Sanctuary  [body: 296 chars]
  Q4568293 (norway/way/462788696) -> matched: Plankeholmane Bird Sanctuary  [body: 292 chars]
  Q4338832 (norway/way/492744010) -> matched: Nelsonøya  [body: 683 chars]
  Q4092868 (norway/way/492747704) -> matched: Tavleøya  [body: 392 chars]
  Q31878239 (norway/way/492754312) -> matched: Schübelerøya  [body: 669 chars]
  Q31863079 (norway/way/493619838) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q61081132 (norway/way/493887110) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q17770067 (norway/way/494905360) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q56406518 (norway/way/495056888) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19377521 (norway/way/495065350) -> matched: Klöden Island  [body: 1126 chars]
  Q17776056 (norway/way/495065352) -> matched: Geographer Island  [body: 1193 chars]
  Q19377796 (norway/way/495065354) -> matched: Koner Island  [body: 970 chars]
  Q19385989 (norway/way/495065356) -> matched: Qvale Island  [body: 608 chars]
  Q20942065 (norway/way/495065366) -> matched: Kiepert Island  [body: 1213 chars]
  Q17769248 (norway/way/495065378) -> matched: Ehrenberg Island  [body: 650 chars]
  Q20948672 (norway/way/495065382) -> matched: Lange Island  [body: 1390 chars]
  Q11957282 (norway/way/495105944) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q2719335 (norway/way/589708452) -> matched: Jan Mayensfield  [body: 3870 chars]
  Q2753852 (norway/way/637618654) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q5348605 (norway/way/643787132) -> matched: Eholmen  [body: 277 chars]
  Q16894640 (norway/way/645878354) -> matched: Mariaholmen  [body: 581 chars]
  Q31866402 (norway/way/647761120) -> matched: Gåsøyane  [body: 302 chars]
  Q11969240 (norway/way/647784954) -> matched: Flintholmen  [body: 510 chars]
  Q11975196 (norway/way/654246960) -> matched: Hermansen Island  [body: 352 chars]
  Q31875445 (norway/way/713715920) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31868125 (norway/way/715047584) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31872346 (norway/way/715047586) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q59633 (norway/way/716459350) -> matched: Svalbard Airport  [body: 11187 chars]
  Q31873903 (norway/way/718340408) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31878480 (norway/way/719735060) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31879364 (norway/way/744702266) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q16892705 (norway/way/744702268) -> matched: Isisøyane  [body: 283 chars]
  Q31858673 (norway/way/766244356) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31859476 (norway/way/766244368) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19375854 (norway/way/827986240) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19380160 (norway/way/827986866) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q17765120 (norway/way/882518544) -> matched: Deegen Island  [body: 1091 chars]
  Q3129690 (norway/way/992528936) -> matched: Helgoland Island  [body: 284 chars]
  Q1108175 (norway/way/1002285518) -> matched: Colesbukta  [body: 540 chars]
  Q1796135 (norway/way/1175396812) -> matched: Svalbard Satellite Station  [body: 15637 chars]
  Q31857558 (norway/way/1269517748) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31860757 (norway/way/1270757618) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12011765 (norway/way/1276563094) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31872059 (norway/way/1285680998) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q15359088 (norway/way/1346989544) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31875151 (norway/way/1412392914) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q2336210 (norway/relation/22137895) -> matched: Rossøya  [body: 2342 chars]
  Q4279122 (norway/relation/22137897) -> matched: Vesle Tavleøya  [body: 429 chars]
  Q31858583 (norway/way/1706055060) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31863456 (norway/way/1706055062) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q34847268 (norway/way/1706060100) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q5616701 (norway/relation/26751043) -> matched: Guissezholmen Bird Sanctuary  [body: 275 chars]
  Q31857600 (norway/way/2043291752) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q65297378 (norway/way/2246593494) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19388861 (norway/way/2318319180) -> matched: Skipper Island  [body: 587 chars]
  Q21141099 (norway/way/2361299042) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12003094 (norway/way/2562420504) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31876704 (norway/way/2562438214) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q17761892 (norway/way/2564687056) -> matched: Carlsen Island  [body: 640 chars]
  Q11973028 (norway/way/2567259500) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11999078 (norway/way/2567259504) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12010291 (norway/way/2567294382) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11984161 (norway/way/2576814894) -> matched: Linnébreen  [body: 331 chars]
  Q19377415 (norway/way/2577929660) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31879443 (norway/way/2577934252) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12009021 (norway/relation/40534915) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31864424 (norway/way/2636191648) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q17776414 (norway/way/2636674298) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q34847436 (norway/way/2636741998) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31875106 (norway/way/2636742000) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31866889 (norway/way/2636746982) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11964549 (norway/way/2636749422) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11961753 (norway/way/2648557760) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q6419469 (norway/way/2648557766) -> matched: Kjerulføya  [body: 268 chars]
  Q31863444 (norway/way/2648557772) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11964705 (norway/way/2648557788) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11972991 (norway/way/2666639420) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19375661 (norway/way/2951353940) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31875562 (norway/way/2951353942) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12010141 (norway/way/2951353954) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q16894287 (norway/way/2951353958) -> matched: Skruisbreen  [body: 197 chars]
  Q34845915 (norway/way/2951867812) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19377416 (norway/way/2951932656) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12001231 (norway/way/2951932664) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11986983 (norway/way/2951932672) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11965859 (norway/way/2951932674) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19397673 (norway/relation/40525579) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31874289 (norway/way/2951992640) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31870583 (norway/way/2965883288) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q34848071 (norway/way/2965901360) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31879372 (norway/relation/40535243) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19397588 (norway/way/2967216002) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19376813 (norway/way/2967216010) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31862625 (norway/way/2967216014) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12000897 (norway/way/2967216016) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12007870 (norway/way/2967216018) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11959946 (norway/relation/40535277) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19390460 (norway/way/2967250258) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19377633 (norway/way/2967250260) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11998766 (norway/way/2967250262) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11977586 (norway/relation/40535497) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q17750567 (norway/way/2968507496) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q25438525 (norway/way/2968507532) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31874440 (norway/way/2968570914) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35418229 (norway/way/2968570916) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31871378 (norway/way/2968575036) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31867031 (norway/way/2968586342) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19392105 (norway/way/2968586364) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11962088 (norway/way/2968647614) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31858992 (norway/relation/40552331) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11990369 (norway/way/2968647628) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11981244 (norway/relation/40552463) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11973875 (norway/way/2968770258) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11967427 (norway/way/2968822530) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11961761 (norway/way/2968825254) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12008234 (norway/way/8254350) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12010243 (norway/way/8270994) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35276685 (norway/way/8273290) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35397934 (norway/way/8273728) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35298487 (norway/way/8273762) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q140174250 (norway/way/8273786) -> no_sitelinks: (no article)  [body: 0 chars]
  Q49126711 (norway/way/8274288) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35270563 (norway/way/8274706) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q106037166 (norway/way/8274710) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35338311 (norway/way/8274758) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35345777 (norway/way/8274804) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35295518 (norway/way/8278248) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q1772914 (norway/way/62010106) -> matched: Gravatn  [body: 549 chars]
  Q34797684 (norway/way/63921964) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49309632 (norway/way/63923126) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12377272 (norway/way/65802640) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12004887 (norway/way/72146934) -> matched: Sørlandet Hospital Kristiansand  [body: 1304 chars]
  Q49116276 (norway/way/83540834) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19378183 (norway/way/89918762) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q23042548 (norway/way/217879738) -> matched: Rige (Kristiansand)  [body: 361 chars]
  Q1516279 (norway/way/265915662) -> matched: Umoe Mandal  [body: 1148 chars]
  Q108114447 (norway/way/272902430) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074291 (norway/way/292362106) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074473 (norway/way/303806742) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074526 (norway/way/330983708) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q18625694 (norway/way/330983712) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108113618 (norway/way/330983714) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q18625669 (norway/way/330983716) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108073760 (norway/way/330983718) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108114097 (norway/way/330983722) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108114451 (norway/way/330983726) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074014 (norway/way/330983730) -> no_sitelinks: (no article)  [body: 0 chars]
  Q11228404 (norway/way/334451822) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q25425510 (norway/relation/4839439) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074565 (norway/way/335201042) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074562 (norway/way/335201044) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11996221 (norway/relation/34115695) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q17747814 (norway/relation/32767577) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49316939 (norway/way/345825732) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074289 (norway/way/372526652) -> no_sitelinks: (no article)  [body: 0 chars]
  Q12004924 (norway/way/416964052) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q17778553 (norway/relation/36160283) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q23042349 (norway/relation/32765849) -> matched: Fidjemoen  [body: 350 chars]
  Q51529423 (norway/way/460630662) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108075024 (norway/way/466764394) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074623 (norway/way/466767892) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074432 (norway/relation/12634563) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q7917955 (norway/way/487547914) -> matched: Vedderheia  [body: 446 chars]
  Q12004884 (norway/way/509145730) -> matched: Sørlandet Hospital Arendal  [body: 658 chars]
  Q49305091 (norway/relation/9582425) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49310658 (norway/relation/9582545) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q12002000 (norway/relation/9582439) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q1470769 (norway/relation/10412485) -> matched: University of Agder  [body: 7408 chars]
  Q35358602 (norway/way/721237118) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q25426022 (norway/relation/11507319) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q58603644 (norway/relation/11399989) -> no_sitelinks: (no article)  [body: 0 chars]
  Q125392350 (norway/way/784885134) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49651684 (norway/way/784890572) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49646356 (norway/way/784890574) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108677725 (norway/way/784890584) -> no_sitelinks: (no article)  [body: 0 chars]
  Q35316774 (norway/way/785406498) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q1769942 (norway/relation/19437155) -> matched: Farsund Airport, Lista  [body: 11741 chars]
  Q19383145 (norway/relation/11522217) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q17782023 (norway/way/823022892) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q28720412 (norway/way/823023612) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49122685 (norway/way/823023920) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q34973517 (norway/way/823023924) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49120433 (norway/way/823023948) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q25438631 (norway/way/823023970) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49122257 (norway/way/823024212) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35708643 (norway/relation/12312227) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49311100 (norway/relation/12312261) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q11219769 (norway/way/828464534) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q35338142 (norway/way/828464692) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q8077344 (norway/way/828464752) -> matched: Ærøya  [body: 414 chars]
  Q49314895 (norway/relation/12363357) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q49316855 (norway/relation/12363363) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31080188 (norway/relation/12634555) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50356304 (norway/relation/12634559) -> no_sitelinks: (no article)  [body: 0 chars]
  Q31080310 (norway/relation/12634561) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108075258 (norway/way/850253810) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108075260 (norway/way/850253824) -> no_sitelinks: (no article)  [body: 0 chars]
  Q50356185 (norway/way/850253830) -> no_sitelinks: (no article)  [body: 0 chars]
  Q50355892 (norway/way/850253840) -> no_sitelinks: (no article)  [body: 0 chars]
  Q31080297 (norway/way/850253846) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50355858 (norway/way/850253850) -> no_sitelinks: (no article)  [body: 0 chars]
  Q50356574 (norway/way/850253860) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108073759 (norway/way/850253864) -> no_sitelinks: (no article)  [body: 0 chars]
  Q50355671 (norway/way/850253872) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50356221 (norway/way/850253876) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108075262 (norway/way/850253880) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108114474 (norway/way/850253886) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50822744 (norway/way/850253890) -> no_sitelinks: (no article)  [body: 0 chars]
  Q31080199 (norway/way/850253894) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50356499 (norway/way/850253912) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074571 (norway/way/850253918) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108113912 (norway/way/850253922) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108113867 (norway/way/850253924) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q31080136 (norway/way/850253928) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50823985 (norway/way/850253952) -> no_sitelinks: (no article)  [body: 0 chars]
  Q50823924 (norway/way/850253954) -> no_sitelinks: (no article)  [body: 0 chars]
  Q31080299 (norway/way/850253956) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074479 (norway/way/850253958) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50356606 (norway/way/850253962) -> no_sitelinks: (no article)  [body: 0 chars]
  Q50355904 (norway/way/850253964) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074480 (norway/way/850253966) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50362356 (norway/way/850253968) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074075 (norway/way/850253972) -> no_sitelinks: (no article)  [body: 0 chars]
  Q30093072 (norway/way/850253974) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074474 (norway/way/850253976) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074478 (norway/way/850253978) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108113665 (norway/way/850253982) -> no_sitelinks: (no article)  [body: 0 chars]
  Q31080203 (norway/way/850253984) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50356285 (norway/way/850253988) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108114106 (norway/way/850253990) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074013 (norway/way/850253992) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q30092722 (norway/way/850253994) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108113700 (norway/way/850253996) -> no_sitelinks: (no article)  [body: 0 chars]
  Q30092097 (norway/way/850253998) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50356541 (norway/way/850254000) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074869 (norway/way/850254006) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108075197 (norway/way/850254008) -> no_sitelinks: (no article)  [body: 0 chars]
  Q50355938 (norway/way/850254012) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074077 (norway/way/850254014) -> no_sitelinks: (no article)  [body: 0 chars]
  Q30092683 (norway/way/850254016) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108073768 (norway/way/850254020) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108113538 (norway/way/850254022) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108073973 (norway/way/850254024) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50822698 (norway/way/850254028) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074470 (norway/way/850254036) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074408 (norway/way/850254040) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50823901 (norway/way/850254042) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074953 (norway/way/850254044) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50362449 (norway/way/850254046) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108075261 (norway/way/850254048) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074078 (norway/way/850254052) -> no_sitelinks: (no article)  [body: 0 chars]
  Q31080286 (norway/way/850254056) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108073772 (norway/way/850254058) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108075161 (norway/way/850254060) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108114128 (norway/way/850254062) -> no_sitelinks: (no article)  [body: 0 chars]
  Q30107158 (norway/way/850254064) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50356516 (norway/way/850254068) -> no_sitelinks: (no article)  [body: 0 chars]
  Q31080289 (norway/way/850254070) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q50823969 (norway/way/850254072) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108073761 (norway/way/850254074) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108114234 (norway/way/850254076) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108073813 (norway/way/850254080) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108075194 (norway/way/850254082) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108113904 (norway/relation/12643781) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074472 (norway/relation/12643777) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q19369123 (norway/relation/12643791) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108113906 (norway/relation/12643787) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108073847 (norway/relation/12643785) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108113565 (norway/relation/12643779) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074227 (norway/relation/12643783) -> no_sitelinks: (no article)  [body: 0 chars]
  Q17776014 (norway/relation/12643775) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108074483 (norway/way/851007606) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q108073815 (norway/way/851007608) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074290 (norway/way/851007610) -> no_sitelinks: (no article)  [body: 0 chars]
  Q108074561 (norway/way/851007612) -> no_lang_sitelink: (no article)  [body: 0 chars]
